condition,task,run,model,timestamp,success,input_tokens,input_tokens_cached,output_tokens,total_cost_usd,wall_clock_seconds,turn_count,command_count,error_count
kubectl,diagnose_readiness,5,gemini-3.5-flash,2026-07-10T05:49:49.198Z,true,119138,72985,1018,0.021864775000000003,38.011,9,6,0
kubectl,diagnose_imagepull,1,gemini-3.5-flash,2026-07-10T05:50:28.848Z,true,73689,48676,601,0.0126571,25.799,6,3,0
kubectl,diagnose_imagepull,2,gemini-3.5-flash,2026-07-10T05:50:58.387Z,true,63622,40557,638,0.011556275,16.711,7,4,0
kubectl,diagnose_imagepull,3,gemini-3.5-flash,2026-07-10T05:51:33.564Z,true,74519,48656,648,0.013028099999999999,21.216,7,4,0
kubectl,diagnose_imagepull,4,gemini-3.5-flash,2026-07-10T05:52:06.334Z,true,70575,48656,401,0.0112274,20.297,6,3,0
kubectl,diagnose_imagepull,5,gemini-3.5-flash,2026-07-10T05:52:37.949Z,true,70182,48653,575,0.011545175,19.262,6,3,0
kubectl,healthy_namespace_check,1,gemini-3.5-flash,2026-07-10T05:53:21.805Z,true,101326,56842,863,0.019765849999999998,29.645,7,4,0
kubectl,healthy_namespace_check,2,gemini-3.5-flash,2026-07-10T05:54:02.228Z,true,89913,56720,964,0.016621900000000002,26.947,10,7,0
kubectl,healthy_namespace_check,3,gemini-3.5-flash,2026-07-10T05:54:42.993Z,true,80514,48690,688,0.014918949999999999,27.448,7,4,0
kubectl,healthy_namespace_check,4,gemini-3.5-flash,2026-07-10T05:55:18.169Z,true,72752,48670,609,0.012397349999999998,20.949,6,3,0
kubectl,healthy_namespace_check,5,gemini-3.5-flash,2026-07-10T05:56:04.558Z,true,86953,56774,786,0.01527675,32.286,7,4,0
kubectl,diagnose_rollout,1,gemini-3.5-flash,2026-07-10T05:56:48.687Z,true,64965,40564,1280,0.013562600000000001,29.869,7,4,0
kubectl,diagnose_rollout,2,gemini-3.5-flash,2026-07-10T05:57:41.085Z,true,110578,64839,1054,0.021219625,38.195,11,8,0
kubectl,diagnose_rollout,3,gemini-3.5-flash,2026-07-10T05:58:40.837Z,true,148044,89157,1401,0.027855375,46.057,11,8,0
kubectl,diagnose_rollout,4,gemini-3.5-flash,2026-07-10T05:59:30.416Z,true,102024,64789,1396,0.019519675,36.287,8,5,0
kubectl,diagnose_rollout,5,gemini-3.5-flash,2026-07-10T06:00:15.466Z,true,75402,48685,1055,0.014303974999999998,30.325,6,3,0
kubectl,diagnose_multicontainer,1,gemini-3.5-flash,2026-07-10T06:00:51.387Z,true,72685,48670,537,0.01219725,21.558,6,3,0
kubectl,diagnose_multicontainer,2,gemini-3.5-flash,2026-07-10T06:01:24.103Z,true,74816,48658,616,0.01303675,19.427,7,4,0
kubectl,diagnose_multicontainer,3,gemini-3.5-flash,2026-07-10T06:01:57.979Z,true,72541,48668,616,0.012352,20.596,6,3,0
kubectl,diagnose_multicontainer,4,gemini-3.5-flash,2026-07-10T06:02:27.761Z,true,69417,48619,577,0.011328324999999998,16.273,7,4,0
kubectl,diagnose_multicontainer,5,gemini-3.5-flash,2026-07-10T06:02:59.913Z,true,71653,48661,481,0.011749675,17.642,6,3,0
