condition,task,run,model,timestamp,success,input_tokens,input_tokens_cached,output_tokens,total_cost_usd,wall_clock_seconds,turn_count,command_count,error_count
kubectl,diagnose_endpoints,1,gemini-3.1-pro-preview,2026-07-10T04:06:54.951Z,true,51066,28169,429,0.0650265,17.361,5,2,0
kubectl,diagnose_endpoints,2,gemini-3.1-pro-preview,2026-07-10T04:07:27.018Z,true,59669,32149,421,0.0761665,19.691,6,3,0
kubectl,diagnose_endpoints,3,gemini-3.1-pro-preview,2026-07-10T04:08:10.221Z,true,54563,32163,713,0.0694375,30.363,9,6,0
kubectl,diagnose_endpoints,4,gemini-3.1-pro-preview,2026-07-10T04:08:36.728Z,true,31067,16088,543,0.044518,12.467,6,3,0
kubectl,diagnose_endpoints,5,gemini-3.1-pro-preview,2026-07-10T04:09:04.671Z,true,41471,24148,590,0.0538,14.161,5,2,0
kubectl,diagnose_oom,1,gemini-3.1-pro-preview,2026-07-10T04:09:27.923Z,true,29076,12074,134,0.041649,9.065,3,2,0
kubectl,diagnose_oom,2,gemini-3.1-pro-preview,2026-07-10T04:09:57.008Z,true,41715,20130,281,0.056607,12.359,5,2,0
kubectl,diagnose_oom,3,gemini-3.1-pro-preview,2026-07-10T04:10:26.329Z,true,40785,20118,384,0.056001,16.881,5,2,0
kubectl,diagnose_oom,4,gemini-3.1-pro-preview,2026-07-10T04:11:03.250Z,true,49472,24128,218,0.065368,14.183,5,2,0
kubectl,diagnose_oom,5,gemini-3.1-pro-preview,2026-07-10T04:11:28.288Z,true,39831,20106,246,0.052455,11.634,5,2,0
kubectl,diagnose_unschedulable,1,gemini-3.1-pro-preview,2026-07-10T04:11:53.581Z,true,28802,12070,235,0.042319,12.456,3,2,0
kubectl,diagnose_unschedulable,2,gemini-3.1-pro-preview,2026-07-10T04:12:17.850Z,true,28745,12069,156,0.0412585,11.675,3,2,0
kubectl,diagnose_unschedulable,3,gemini-3.1-pro-preview,2026-07-10T04:12:45.655Z,true,49989,28132,390,0.06246,15.108,6,3,0
kubectl,diagnose_unschedulable,4,gemini-3.1-pro-preview,2026-07-10T04:13:13.353Z,true,50875,28137,423,0.0646205,14.869,7,4,0
kubectl,diagnose_unschedulable,5,gemini-3.1-pro-preview,2026-07-10T04:13:47.564Z,true,40915,20117,391,0.0563465,20.145,5,2,0
kubectl,node_health,1,gemini-3.1-pro-preview,2026-07-10T04:14:17.835Z,true,51007,28143,468,0.0654155,17.365,6,3,0
kubectl,node_health,2,gemini-3.1-pro-preview,2026-07-10T04:14:41.805Z,true,38938,16073,352,0.0579905,10.064,5,2,0
kubectl,node_health,3,gemini-3.1-pro-preview,2026-07-10T04:15:12.614Z,true,41380,24147,365,0.0509195,17.967,5,2,0
kubectl,node_health,4,gemini-3.1-pro-preview,2026-07-10T04:15:35.943Z,true,38540,16083,267,0.0561595,10.485,4,2,0
kubectl,node_health,5,gemini-3.1-pro-preview,2026-07-10T04:17:09.667Z,true,39228,20096,389,0.05298,80.302,5,2,0
kubectl,diagnose_readiness,1,gemini-3.1-pro-preview,2026-07-10T04:17:37.751Z,true,40028,20124,396,0.054622,15.313,4,3,0
kubectl,diagnose_readiness,2,gemini-3.1-pro-preview,2026-07-10T04:18:08.404Z,true,50328,24138,483,0.070245,17.78,5,3,0
kubectl,diagnose_readiness,3,gemini-3.1-pro-preview,2026-07-10T04:18:38.973Z,true,53950,28181,508,0.0717245,17.47,6,3,0
kubectl,diagnose_readiness,4,gemini-3.1-pro-preview,2026-07-10T04:19:15.668Z,true,52278,28162,482,0.068097,23.384,6,3,0
kubectl,diagnose_readiness,5,gemini-3.1-pro-preview,2026-07-10T04:19:49.562Z,true,52540,28186,391,0.067493,19.73,5,4,0
